ch1+ 	 ch1- 	ch2+ 	 ch2- 	ch5+ 	 Temperature 
+3.08934965E-04 	 -3.05200160E-04 	+9.92375958E-06 	 -6.20212883E-06 	+1.06964196E+00 	 50.343582 
+3.08420184E-04 	 -3.04698012E-04 	+1.00134554E-05 	 -6.30268394E-06 	+1.06874351E+00 	 50.855996 
+3.07924211E-04 	 -3.04287450E-04 	+9.98972453E-06 	 -6.47272196E-06 	+1.06784849E+00 	 51.365538 
+3.07657531E-04 	 -3.03778437E-04 	+1.02484453E-05 	 -6.51686136E-06 	+1.06695873E+00 	 51.871178 
+3.07360930E-04 	 -3.03298219E-04 	+1.00261296E-05 	 -6.29182636E-06 	+1.06607486E+00 	 52.372574 
+3.06934928E-04 	 -3.02754677E-04 	+1.00429070E-05 	 -5.98210984E-06 	+1.06513907E+00 	 52.902453 
+3.06396923E-04 	 -3.02272878E-04 	+1.01803783E-05 	 -6.24486583E-06 	+1.06420849E+00 	 53.428400 
+3.05901347E-04 	 -3.01852790E-04 	+1.03991799E-05 	 -6.40745940E-06 	+1.06328274E+00 	 53.950653 
+3.05413311E-04 	 -3.01437694E-04 	+1.11472004E-05 	 -7.26749859E-06 	+1.06236122E+00 	 54.469576 
+3.05094804E-04 	 -3.01025470E-04 	+1.06773091E-05 	 -6.59619728E-06 	+1.06144420E+00 	 54.985042 
+3.04712572E-04 	 -3.00506515E-04 	+1.05945564E-05 	 -6.42867545E-06 	+1.06053167E+00 	 55.497082 
+3.04305113E-04 	 -3.00124765E-04 	+1.04476513E-05 	 -6.28709757E-06 	+1.05962328E+00 	 56.005916 
+3.03942266E-04 	 -2.99720598E-04 	+1.03681000E-05 	 -5.88286163E-06 	+1.05871981E+00 	 56.511133 
+3.03450049E-04 	 -2.99400529E-04 	+1.02368802E-05 	 -5.82866492E-06 	+1.05781948E+00 	 57.013751 
+3.02953932E-04 	 -2.99002353E-04 	+1.03623742E-05 	 -6.11997236E-06 	+1.05686953E+00 	 57.543168 
+3.02388083E-04 	 -2.98392641E-04 	+1.06262344E-05 	 -6.21801517E-06 	+1.05592436E+00 	 58.069014 
+3.02057063E-04 	 -2.97899302E-04 	+1.04433205E-05 	 -6.02685856E-06 	+1.05498332E+00 	 58.591671 
+3.01781742E-04 	 -2.97513268E-04 	+1.06228072E-05 	 -6.04566031E-06 	+1.05404553E+00 	 59.111649 
+3.01369090E-04 	 -2.97168542E-04 	+1.05276888E-05 	 -5.90126714E-06 	+1.05311140E+00 	 59.628736 
+3.00947728E-04 	 -2.96881827E-04 	+1.06217027E-05 	 -6.17698539E-06 	+1.05218107E+00 	 60.142872 
+3.00517745E-04 	 -2.96575224E-04 	+1.03075723E-05 	 -5.90659570E-06 	+1.05125456E+00 	 60.654059 
+3.00270841E-04 	 -2.96143299E-04 	+1.07027592E-05 	 -6.11595343E-06 	+1.05032992E+00 	 61.163384 
+2.99855571E-04 	 -2.95560306E-04 	+1.09453955E-05 	 -6.02645832E-06 	+1.04940971E+00 	 61.669448 
+2.99510354E-04 	 -2.95181402E-04 	+1.10718971E-05 	 -6.13515956E-06 	+1.04849156E+00 	 62.173563 
+2.99168655E-04 	 -2.94871990E-04 	+1.09901300E-05 	 -6.03972549E-06 	+1.04757497E+00 	 62.676009 
+2.98725777E-04 	 -2.94538516E-04 	+1.11885273E-05 	 -6.31715676E-06 	+1.04661006E+00 	 63.204064 
+2.98230807E-04 	 -2.94213782E-04 	+1.10488720E-05 	 -6.26397110E-06 	+1.04564862E+00 	 63.729322 
+2.98031070E-04 	 -2.93828523E-04 	+1.10963273E-05 	 -5.96079555E-06 	+1.04469013E+00 	 64.252073 
+2.97704611E-04 	 -2.93445956E-04 	+1.11253855E-05 	 -6.17427196E-06 	+1.04373243E+00 	 64.773499 
+2.97400617E-04 	 -2.93130001E-04 	+1.09256732E-05 	 -5.95063362E-06 	+1.04277928E+00 	 65.291557 
+2.97048239E-04 	 -2.92902510E-04 	+1.11479078E-05 	 -6.09654229E-06 	+1.04182710E+00 	 65.808196 
+2.96676247E-04 	 -2.92579988E-04 	+1.11541525E-05 	 -6.02827062E-06 	+1.04087809E+00 	 66.322227 
+2.96377563E-04 	 -2.92258380E-04 	+1.11643072E-05 	 -6.01348842E-06 	+1.03993001E+00 	 66.834866 
+2.96132155E-04 	 -2.91986529E-04 	+1.12641535E-05 	 -6.08407551E-06 	+1.03898477E+00 	 67.345082 
+2.95882959E-04 	 -2.91714607E-04 	+1.12314750E-05 	 -6.08206530E-06 	+1.03804224E+00 	 67.852954 
+2.95578344E-04 	 -2.91435131E-04 	+1.12555103E-05 	 -6.19810666E-06 	+1.03710113E+00 	 68.359181 
+2.95208337E-04 	 -2.91227621E-04 	+1.13416874E-05 	 -6.44426523E-06 	+1.03616143E+00 	 68.863772 
+2.94987575E-04 	 -2.90997914E-04 	+1.16034167E-05 	 -6.70569950E-06 	+1.03522470E+00 	 69.365897 
+2.94757852E-04 	 -2.90710275E-04 	+1.15215640E-05 	 -6.34802644E-06 	+1.03428923E+00 	 69.866480 
+2.94553803E-04 	 -2.90360547E-04 	+1.15362492E-05 	 -6.34531351E-06 	+1.03330647E+00 	 70.391440 
+2.94210282E-04 	 -2.90147317E-04 	+1.14408287E-05 	 -6.30680406E-06 	+1.03232663E+00 	 70.913895 
+2.93850575E-04 	 -2.89942064E-04 	+1.12540972E-05 	 -6.29825648E-06 	+1.03134684E+00 	 71.435388 
+2.93514008E-04 	 -2.89674328E-04 	+1.13717523E-05 	 -6.44416419E-06 	+1.03037061E+00 	 71.954062 
+2.93261110E-04 	 -2.89315398E-04 	+1.14698836E-05 	 -6.35868759E-06 	+1.02939583E+00 	 72.471052 
+2.92992155E-04 	 -2.88932208E-04 	+1.15685374E-05 	 -6.47734668E-06 	+1.02842160E+00 	 72.986849 
+2.92615047E-04 	 -2.88633742E-04 	+1.16510795E-05 	 -6.45934073E-06 	+1.02745103E+00 	 73.499820 
+2.92323861E-04 	 -2.88445927E-04 	+1.17552553E-05 	 -6.59207319E-06 	+1.02648143E+00 	 74.011405 
+2.92015046E-04 	 -2.88287845E-04 	+1.16256396E-05 	 -6.59951401E-06 	+1.02551235E+00 	 74.521854 
+2.91753331E-04 	 -2.87957042E-04 	+1.17955955E-05 	 -6.61088571E-06 	+1.02454630E+00 	 75.029861 
+2.91545346E-04 	 -2.87639661E-04 	+1.18503911E-05 	 -6.56140940E-06 	+1.02358161E+00 	 75.536323 
+2.91353003E-04 	 -2.87383155E-04 	+1.20270811E-05 	 -6.50942979E-06 	+1.02261751E+00 	 76.041658 
+2.91029647E-04 	 -2.87210034E-04 	+1.20906204E-05 	 -6.64416754E-06 	+1.02165560E+00 	 76.545043 
+2.90670658E-04 	 -2.86957535E-04 	+1.17542590E-05 	 -6.43360371E-06 	+1.02069565E+00 	 77.046615 
+2.90418415E-04 	 -2.86733650E-04 	+1.19006649E-05 	 -6.63893523E-06 	+1.01973575E+00 	 77.547387 
+2.90310511E-04 	 -2.86427453E-04 	+1.19454115E-05 	 -6.57045575E-06 	+1.01872980E+00 	 78.071363 
+2.90083897E-04 	 -2.86250717E-04 	+1.22882992E-05 	 -6.88348150E-06 	+1.01772588E+00 	 78.593457 
+2.89843347E-04 	 -2.86092219E-04 	+1.25108265E-05 	 -7.29676047E-06 	+1.01672364E+00 	 79.113867 
+2.89506704E-04 	 -2.85966742E-04 	+1.22728154E-05 	 -7.10269135E-06 	+1.01572201E+00 	 79.633159 
+2.89302532E-04 	 -2.85626516E-04 	+1.21783049E-05 	 -7.00163974E-06 	+1.01472245E+00 	 80.150589 
+2.89099856E-04 	 -2.85419724E-04 	+1.24044372E-05 	 -7.10590674E-06 	+1.01372381E+00 	 80.666761 
+2.88950335E-04 	 -2.85103981E-04 	+1.25924887E-05 	 -7.09545604E-06 	+1.01272627E+00 	 81.181591 
+2.88791931E-04 	 -2.85018888E-04 	+1.27508476E-05 	 -7.40073210E-06 	+1.01173105E+00 	 81.694454 
+2.88459533E-04 	 -2.84879649E-04 	+1.25628298E-05 	 -7.35438686E-06 	+1.01073665E+00 	 82.206131 
+2.88300849E-04 	 -2.84669177E-04 	+1.26030605E-05 	 -7.34624926E-06 	+1.00974394E+00 	 82.716175 
+2.88099074E-04 	 -2.84442367E-04 	+1.29717848E-05 	 -7.61612952E-06 	+1.00875127E+00 	 83.225437 
+2.87909450E-04 	 -2.84234047E-04 	+1.25982093E-05 	 -7.29334194E-06 	+1.00775948E+00 	 83.733481 
+2.87565729E-04 	 -2.84012999E-04 	+1.25216996E-05 	 -7.39832758E-06 	+1.00677151E+00 	 84.238805 
+2.87366446E-04 	 -2.83786171E-04 	+1.27782982E-05 	 -7.56403222E-06 	+1.00578313E+00 	 84.743570 
+2.87179469E-04 	 -2.83523171E-04 	+1.27936949E-05 	 -7.50973902E-06 	+1.00479496E+00 	 85.247454 
+2.87002890E-04 	 -2.83415673E-04 	+1.25339658E-05 	 -7.30460985E-06 	+1.00381039E+00 	 85.748724 
+2.86742069E-04 	 -2.83254901E-04 	+1.25315624E-05 	 -7.35147357E-06 	+1.00282539E+00 	 86.249431 
+2.86379866E-04 	 -2.82972340E-04 	+1.25804275E-05 	 -7.48048278E-06 	+1.00179571E+00 	 86.772005 
+2.86157757E-04 	 -2.82845662E-04 	+1.27065162E-05 	 -7.68842591E-06 	+1.00076687E+00 	 87.293282 
+2.86051580E-04 	 -2.82499054E-04 	+1.27841579E-05 	 -7.57279515E-06 	+9.99741006E-01 	 87.812178 
+2.85868451E-04 	 -2.82363090E-04 	+1.27297428E-05 	 -7.57530055E-06 	+9.98714057E-01 	 88.330746 
+2.85656605E-04 	 -2.82182117E-04 	+1.28623665E-05 	 -7.71486644E-06 	+9.97689298E-01 	 88.847328 
+2.85392155E-04 	 -2.82090318E-04 	+1.25721747E-05 	 -7.47273617E-06 	+9.96665241E-01 	 89.362678 
+2.85250367E-04 	 -2.81733750E-04 	+1.28732363E-05 	 -7.67676155E-06 	+9.95642366E-01 	 89.876558 
+2.85041071E-04 	 -2.81608813E-04 	+1.28050672E-05 	 -7.69949081E-06 	+9.94622349E-01 	 90.388138 
+2.84924406E-04 	 -2.81497985E-04 	+1.29435090E-05 	 -7.69817150E-06 	+9.93600362E-01 	 90.899848 
+2.84915383E-04 	 -2.81585692E-04 	+1.26289910E-05 	 -7.48048032E-06 	+9.92582113E-01 	 91.408848 
+2.84752032E-04 	 -2.81438330E-04 	+1.31222158E-05 	 -8.04409065E-06 	+9.91564569E-01 	 91.916676 
+2.84701230E-04 	 -2.81187926E-04 	+1.31875803E-05 	 -7.91125995E-06 	+9.90547756E-01 	 92.423344 
+2.84534713E-04 	 -2.80989238E-04 	+1.32941493E-05 	 -7.96645399E-06 	+9.89531462E-01 	 92.928989 
+2.84343448E-04 	 -2.80880960E-04 	+1.30559357E-05 	 -7.90240123E-06 	+9.88516536E-01 	 93.433223 
+2.84332730E-04 	 -2.80652008E-04 	+1.30732365E-05 	 -8.06087828E-06 	+9.87504468E-01 	 93.935349 
+2.84199063E-04 	 -2.80398879E-04 	+1.31733842E-05 	 -8.17681493E-06 	+9.86493649E-01 	 94.436215 
+2.84098000E-04 	 -2.80229642E-04 	+1.32386526E-05 	 -8.25605659E-06 	+9.85482231E-01 	 94.936784 
+2.84091934E-04 	 -2.80062890E-04 	+1.33234188E-05 	 -8.20789003E-06 	+9.84427424E-01 	 95.458254 
+2.83922354E-04 	 -2.79899137E-04 	+1.33650661E-05 	 -8.25103775E-06 	+9.83374634E-01 	 95.978207 
+2.83678391E-04 	 -2.79795961E-04 	+1.31831354E-05 	 -8.28873069E-06 	+9.82320381E-01 	 96.498430 
+2.83461188E-04 	 -2.79791400E-04 	+1.33256314E-05 	 -8.52785511E-06 	+9.81269800E-01 	 97.016463 
+2.83507752E-04 	 -2.79579063E-04 	+1.33310631E-05 	 -8.33760668E-06 	+9.80219082E-01 	 97.534259 
+2.83308777E-04 	 -2.79475019E-04 	+1.33072132E-05 	 -8.43986016E-06 	+9.79169932E-01 	 98.051048 
+2.83300645E-04 	 -2.79529227E-04 	+1.34052646E-05 	 -8.41100698E-06 	+9.78123133E-01 	 98.566516 
+2.83096702E-04 	 -2.79424127E-04 	+1.30956648E-05 	 -8.27154280E-06 	+9.77077712E-01 	 99.081206 
+2.82929537E-04 	 -2.79394923E-04 	+1.31783238E-05 	 -8.52745607E-06 	+9.76032332E-01 	 99.595832 
+2.82634906E-04 	 -2.79033731E-04 	+1.30870051E-05 	 -8.34313356E-06 	+9.74988278E-01 	 100.247468 
+2.82576921E-04 	 -2.78814962E-04 	+1.34417512E-05 	 -8.67304351E-06 	+9.73945095E-01 	 100.758475 
+2.82537753E-04 	 -2.78752349E-04 	+1.31477388E-05 	 -8.18596320E-06 	+9.72904680E-01 	 101.267545 
+2.82362889E-04 	 -2.78729739E-04 	+1.35481492E-05 	 -8.77672169E-06 	+9.71865351E-01 	 101.775507 
+2.82450204E-04 	 -2.78698096E-04 	+1.32925402E-05 	 -8.42980935E-06 	+9.70826167E-01 	 102.282828 
+2.82310540E-04 	 -2.78617961E-04 	+1.34960637E-05 	 -8.60517674E-06 	+9.69788802E-01 	 102.788695 
+2.82172196E-04 	 -2.78573634E-04 	+1.33684654E-05 	 -8.67546773E-06 	+9.68753193E-01 	 103.293148 
+2.81980723E-04 	 -2.78472763E-04 	+1.33481564E-05 	 -8.68663129E-06 	+9.67718404E-01 	 103.796647 
+2.81854875E-04 	 -2.78494730E-04 	+1.32217523E-05 	 -8.62840628E-06 	+9.66685252E-01 	 104.298803 
+2.81844143E-04 	 -2.78280775E-04 	+1.32965714E-05 	 -8.54233519E-06 	+9.65654189E-01 	 104.799402 
+2.81736674E-04 	 -2.78211921E-04 	+1.34140159E-05 	 -8.64751316E-06 	+9.64623153E-01 	 105.299452 
+2.81620232E-04 	 -2.78128865E-04 	+1.34386469E-05 	 -8.75892475E-06 	+9.63549064E-01 	 105.819816 
+2.81394938E-04 	 -2.78035397E-04 	+1.33532832E-05 	 -8.72675167E-06 	+9.62477055E-01 	 106.338602 
+2.81236908E-04 	 -2.77723319E-04 	+1.33141680E-05 	 -8.56687019E-06 	+9.61405576E-01 	 106.856566 
+2.81151630E-04 	 -2.77561121E-04 	+1.35377832E-05 	 -8.71758546E-06 	+9.60334542E-01 	 107.373756 
+2.80942004E-04 	 -2.77530176E-04 	+1.35706813E-05 	 -8.88834193E-06 	+9.59267473E-01 	 107.888479 
+2.80935445E-04 	 -2.77554088E-04 	+1.39136680E-05 	 -9.35279986E-06 	+9.58200055E-01 	 108.402823 
+2.80755120E-04 	 -2.77515544E-04 	+1.37727941E-05 	 -9.19865188E-06 	+9.57133996E-01 	 108.915973 
+2.80703392E-04 	 -2.77326659E-04 	+1.40420832E-05 	 -9.37643424E-06 	+9.56070633E-01 	 109.427290 
+2.80567442E-04 	 -2.77236265E-04 	+1.42720391E-05 	 -9.53017408E-06 	+9.55007358E-01 	 109.938037 
+2.80478916E-04 	 -2.77227476E-04 	+1.41242374E-05 	 -9.64139615E-06 	+9.53946340E-01 	 110.447178 
+2.80469408E-04 	 -2.77291471E-04 	+1.40048782E-05 	 -9.61434475E-06 	+9.52887997E-01 	 110.954521 
+2.80518192E-04 	 -2.77264241E-04 	+1.42621834E-05 	 -9.66149748E-06 	+9.51829115E-01 	 111.461611 
+2.80510943E-04 	 -2.77249246E-04 	+1.41971344E-05 	 -9.54767595E-06 	+9.50773081E-01 	 111.966834 
+2.80414832E-04 	 -2.77166809E-04 	+1.45280671E-05 	 -1.00064101E-05 	+9.49718341E-01 	 112.470940 
+2.80349265E-04 	 -2.77144281E-04 	+1.43609391E-05 	 -9.87005444E-06 	+9.48664058E-01 	 112.974335 
+2.80253669E-04 	 -2.77170155E-04 	+1.42909546E-05 	 -9.91731617E-06 	+9.47611997E-01 	 113.476182 
+2.80317437E-04 	 -2.77044131E-04 	+1.44198645E-05 	 -9.92938174E-06 	+9.46561557E-01 	 113.976776 
+2.80278139E-04 	 -2.77097690E-04 	+1.46875452E-05 	 -1.02243106E-05 	+9.45469731E-01 	 114.496588 
+2.80247251E-04 	 -2.77120497E-04 	+1.45599454E-05 	 -1.02007837E-05 	+9.44378542E-01 	 115.015588 
+2.80206179E-04 	 -2.77249061E-04 	+1.44910628E-05 	 -1.02195859E-05 	+9.43289562E-01 	 115.533034 
+2.80137365E-04 	 -2.77184670E-04 	+1.42382764E-05 	 -9.92727915E-06 	+9.42202101E-01 	 116.049263 
+2.80166896E-04 	 -2.77009580E-04 	+1.44130126E-05 	 -9.94446065E-06 	+9.41114514E-01 	 116.565060 
+2.80013645E-04 	 -2.76976688E-04 	+1.48106226E-05 	 -1.04594061E-05 	+9.40031293E-01 	 117.078303 
+2.79880856E-04 	 -2.76914494E-04 	+1.47700956E-05 	 -1.04455274E-05 	+9.38947560E-01 	 117.591310 
+2.79799601E-04 	 -2.76894374E-04 	+1.49025208E-05 	 -1.06529678E-05 	+9.37855643E-01 	 118.107711 
+2.79853137E-04 	 -2.76760173E-04 	+1.50894528E-05 	 -1.06301422E-05 	+9.36787973E-01 	 118.612184 
+2.79847279E-04 	 -2.76803488E-04 	+1.51004137E-05 	 -1.06647332E-05 	+9.35710162E-01 	 119.120991 
+2.79688859E-04 	 -2.76829285E-04 	+1.47300675E-05 	 -1.04300373E-05 	+9.34634340E-01 	 119.628404 
+2.79642884E-04 	 -2.76803420E-04 	+1.45984455E-05 	 -1.04218952E-05 	+9.33558879E-01 	 120.135198 
+2.79527368E-04 	 -2.76768450E-04 	+1.44932554E-05 	 -1.04071073E-05 	+9.32486598E-01 	 120.640050 
+2.79481943E-04 	 -2.76570686E-04 	+1.47563083E-05 	 -1.04604021E-05 	+9.31415369E-01 	 121.143969 
+2.79416343E-04 	 -2.76592867E-04 	+1.47139835E-05 	 -1.05281817E-05 	+9.30347030E-01 	 121.646097 
+2.79341943E-04 	 -2.76575883E-04 	+1.44060879E-05 	 -1.03154105E-05 	+9.29279710E-01 	 122.147320 
+2.79277994E-04 	 -2.76565330E-04 	+1.45398232E-05 	 -1.03558317E-05 	+9.28213569E-01 	 122.647567 
+2.79368152E-04 	 -2.76475592E-04 	+1.47971575E-05 	 -1.03893256E-05 	+9.27107194E-01 	 123.166252 
+2.79344196E-04 	 -2.76515088E-04 	+1.44268068E-05 	 -1.01984636E-05 	+9.26002419E-01 	 123.683743 
+2.79297981E-04 	 -2.76555061E-04 	+1.44385583E-05 	 -1.02801100E-05 	+9.24898782E-01 	 124.200263 
+2.79170799E-04 	 -2.76528322E-04 	+1.47160007E-05 	 -1.05515144E-05 	+9.23798097E-01 	 124.714969 
+2.79082519E-04 	 -2.76438031E-04 	+1.44360561E-05 	 -1.02841399E-05 	+9.22698602E-01 	 125.228692 
+2.79029219E-04 	 -2.76321479E-04 	+1.44963995E-05 	 -1.03839975E-05 	+9.21602528E-01 	 125.740396 
+2.78948968E-04 	 -2.76287888E-04 	+1.43482709E-05 	 -1.03099834E-05 	+9.20505070E-01 	 126.252330 
+2.78790783E-04 	 -2.76298836E-04 	+1.42696362E-05 	 -1.03933413E-05 	+9.19411958E-01 	 126.761827 
+2.78806409E-04 	 -2.76179117E-04 	+1.44534475E-05 	 -1.04338626E-05 	+9.18319285E-01 	 127.270714 
+2.78789173E-04 	 -2.76134831E-04 	+1.45082531E-05 	 -1.05074668E-05 	+9.17228006E-01 	 127.778552 
+2.78833339E-04 	 -2.76218393E-04 	+1.44976839E-05 	 -1.05596512E-05 	+9.16139600E-01 	 128.284658 
+2.78833236E-04 	 -2.76313036E-04 	+1.42391585E-05 	 -1.03740283E-05 	+9.15053862E-01 	 128.789135 
+2.78827259E-04 	 -2.76397154E-04 	+1.45160951E-05 	 -1.07344216E-05 	+9.13969169E-01 	 129.292743 
+2.78853810E-04 	 -2.76239788E-04 	+1.45665847E-05 	 -1.05471963E-05 	+9.12886822E-01 	 129.794882 
+2.78756667E-04 	 -2.76267338E-04 	+1.43834580E-05 	 -1.05702124E-05 	+9.11805094E-01 	 130.296360 
+2.78758021E-04 	 -2.76417160E-04 	+1.41310594E-05 	 -1.03964502E-05 	+9.10725759E-01 	 130.796359 
+2.78702547E-04 	 -2.76382952E-04 	+1.40938611E-05 	 -1.04207892E-05 	+9.09607501E-01 	 131.314004 
+2.78766921E-04 	 -2.76322940E-04 	+1.36737405E-05 	 -9.82359414E-06 	+9.08491348E-01 	 131.830287 
+2.78774582E-04 	 -2.76294501E-04 	+1.37384090E-05 	 -9.91650915E-06 	+9.07375632E-01 	 132.345985 
+2.78673671E-04 	 -2.76395103E-04 	+1.36005403E-05 	 -9.96155753E-06 	+9.06263960E-01 	 132.859436 
+2.78646057E-04 	 -2.76119119E-04 	+1.36945611E-05 	 -9.83777615E-06 	+9.05153164E-01 	 133.372110 
+2.78559309E-04 	 -2.76136044E-04 	+1.34803706E-05 	 -9.73389759E-06 	+9.04043726E-01 	 133.883790 
+2.78550135E-04 	 -2.76171215E-04 	+1.32798680E-05 	 -9.59382767E-06 	+9.02938390E-01 	 134.393216 
+2.78539815E-04 	 -2.76226758E-04 	+1.31562878E-05 	 -9.60599598E-06 	+9.01833650E-01 	 134.902009 
+2.78524579E-04 	 -2.76145057E-04 	+1.32869011E-05 	 -9.62419134E-06 	+9.00728622E-01 	 135.410581 
+2.78491170E-04 	 -2.76159813E-04 	+1.32810727E-05 	 -9.64148922E-06 	+8.99631422E-01 	 135.915203 
+2.78678885E-04 	 -2.76347125E-04 	+1.32644801E-05 	 -9.62992476E-06 	+8.98531037E-01 	 136.420946 
+2.78547696E-04 	 -2.76301287E-04 	+1.30141997E-05 	 -9.52313631E-06 	+8.97436115E-01 	 136.923839 
+2.78565335E-04 	 -2.76142875E-04 	+1.31878611E-05 	 -9.51006418E-06 	+8.96343440E-01 	 137.425365 
+2.78507780E-04 	 -2.76221471E-04 	+1.30792599E-05 	 -9.55290126E-06 	+8.95252220E-01 	 137.925895 
+2.78590922E-04 	 -2.76300619E-04 	+1.31146459E-05 	 -9.61614380E-06 	+8.94121980E-01 	 138.443978 
+2.78513844E-04 	 -2.76349709E-04 	+1.35645343E-05 	 -1.02046935E-05 	+8.92995372E-01 	 138.960051 
+2.79223503E-04 	 -2.76837941E-04 	+1.36979881E-05 	 -1.00016856E-05 	+8.91872212E-01 	 139.474205 
+2.79235563E-04 	 -2.76800932E-04 	+1.35604184E-05 	 -9.97523067E-06 	+8.90749506E-01 	 139.987815 
+2.79156647E-04 	 -2.76993313E-04 	+1.33809289E-05 	 -1.00030870E-05 	+8.89629836E-01 	 140.499704 
+2.79144812E-04 	 -2.76984396E-04 	+1.34457776E-05 	 -1.01433542E-05 	+8.88510810E-01 	 141.010972 
+2.79184591E-04 	 -2.76882896E-04 	+1.35091258E-05 	 -9.90503910E-06 	+8.87396662E-01 	 141.519689 
+2.79068972E-04 	 -2.76888040E-04 	+1.36308134E-05 	 -1.02604100E-05 	+8.86284536E-01 	 142.027164 
+2.79057448E-04 	 -2.77045249E-04 	+1.35721703E-05 	 -1.04483327E-05 	+8.85174063E-01 	 142.533571 
+2.79090090E-04 	 -2.76894076E-04 	+1.37887802E-05 	 -1.04571918E-05 	+8.84067296E-01 	 143.037979 
+2.79021772E-04 	 -2.76990970E-04 	+1.37058152E-05 	 -1.04274226E-05 	+8.82961797E-01 	 143.541504 
+2.79012245E-04 	 -2.77020858E-04 	+1.33580121E-05 	 -1.01771537E-05 	+8.81860313E-01 	 144.042898 
+2.79099114E-04 	 -2.77087921E-04 	+1.34463793E-05 	 -1.03552215E-05 	+8.80758658E-01 	 144.544073 
+2.79113283E-04 	 -2.76960310E-04 	+1.37063081E-05 	 -1.03365145E-05 	+8.79621815E-01 	 145.060946 
+2.78994451E-04 	 -2.77034339E-04 	+1.35487551E-05 	 -1.04700624E-05 	+8.78488962E-01 	 145.575695 
+2.79070883E-04 	 -2.77085735E-04 	+1.36844894E-05 	 -1.06340538E-05 	+8.77356003E-01 	 146.090185 
+2.79304565E-04 	 -2.77190303E-04 	+1.37704685E-05 	 -1.05193270E-05 	+8.76228415E-01 	 146.601934 
+2.79466065E-04 	 -2.77181967E-04 	+1.35040941E-05 	 -1.01335968E-05 	+8.75102376E-01 	 147.112682 
+2.79437156E-04 	 -2.77433601E-04 	+1.33970207E-05 	 -1.03236571E-05 	+8.73980154E-01 	 147.621405 
+2.79519180E-04 	 -2.77512409E-04 	+1.32599606E-05 	 -1.01680965E-05 	+8.72859245E-01 	 148.129242 
+2.79559999E-04 	 -2.77521353E-04 	+1.34020367E-05 	 -1.02427024E-05 	+8.71741254E-01 	 148.635471 
+2.79600111E-04 	 -2.77469657E-04 	+1.34803786E-05 	 -1.03192312E-05 	+8.70626877E-01 	 149.139781 
+2.79448267E-04 	 -2.77567391E-04 	+1.31078174E-05 	 -1.01551226E-05 	+8.69514243E-01 	 149.643023 
+2.79619578E-04 	 -2.77550966E-04 	+1.31807180E-05 	 -1.00703537E-05 	+8.68404816E-01 	 150.144539 
+2.79627468E-04 	 -2.77549908E-04 	+1.32918235E-05 	 -1.01235417E-05 	+8.67297308E-01 	 150.644916 
+2.79683441E-04 	 -2.77647206E-04 	+1.31503558E-05 	 -9.98136670E-06 	+8.66156038E-01 	 151.160265 
+2.79633054E-04 	 -2.77728848E-04 	+1.30222484E-05 	 -1.00160578E-05 	+8.65017155E-01 	 151.674253 
+2.79720699E-04 	 -2.77742083E-04 	+1.31956032E-05 	 -1.01233450E-05 	+8.63869346E-01 	 152.191985 
+2.79641858E-04 	 -2.77695720E-04 	+1.31452249E-05 	 -1.01461744E-05 	+8.62747300E-01 	 152.697824 
+2.79642659E-04 	 -2.77699441E-04 	+1.31786923E-05 	 -1.02674302E-05 	+8.61615931E-01 	 153.207595 
+2.79649246E-04 	 -2.77645895E-04 	+1.31732718E-05 	 -1.01710052E-05 	+8.60489607E-01 	 153.714823 
+2.79773388E-04 	 -2.77802529E-04 	+1.30992624E-05 	 -1.01241461E-05 	+8.59364640E-01 	 154.221176 
+2.79686255E-04 	 -2.77903218E-04 	+1.29973063E-05 	 -1.01743274E-05 	+8.58243587E-01 	 154.725505 
+2.79697669E-04 	 -2.77779688E-04 	+1.29429038E-05 	 -1.00493364E-05 	+8.57124834E-01 	 155.228540 
+2.79720965E-04 	 -2.77819073E-04 	+1.29710576E-05 	 -1.00096163E-05 	+8.56009330E-01 	 155.729860 
+2.79673744E-04 	 -2.77788345E-04 	+1.30421372E-05 	 -1.01435459E-05 	+8.54895885E-01 	 156.230002 
+2.79610096E-04 	 -2.77790859E-04 	+1.29307419E-05 	 -1.01382265E-05 	+8.53749734E-01 	 156.744574 
+2.79676335E-04 	 -2.77784298E-04 	+1.28583316E-05 	 -9.99171474E-06 	+8.52605428E-01 	 157.258054 
+2.79739193E-04 	 -2.77739962E-04 	+1.30509092E-05 	 -1.00863472E-05 	+8.51465174E-01 	 157.769458 
+2.79637755E-04 	 -2.77856126E-04 	+1.28529080E-05 	 -1.01121836E-05 	+8.50328444E-01 	 158.279025 
+2.79589033E-04 	 -2.77949689E-04 	+1.28782452E-05 	 -1.02616058E-05 	+8.49194058E-01 	 158.787290 
+2.81311870E-04 	 -2.79375834E-04 	+1.30066577E-05 	 -1.01578363E-05 	+8.48064065E-01 	 159.293336 
+2.81265302E-04 	 -2.79490306E-04 	+1.29625064E-05 	 -1.02526577E-05 	+8.46935328E-01 	 159.798574 
+2.81267166E-04 	 -2.79519923E-04 	+1.30515957E-05 	 -1.03410394E-05 	+8.45810426E-01 	 160.301852 
+2.81362199E-04 	 -2.79579495E-04 	+1.28983667E-05 	 -1.02086212E-05 	+8.44690057E-01 	 160.802862 
+2.81450876E-04 	 -2.79676279E-04 	+1.27645210E-05 	 -1.00816156E-05 	+8.43570921E-01 	 161.303083 
